data_ocorrencia,bairro,tipo_crime,descricao_modus_operandi,arma_utilizada,quantidade_vitimas,quantidade_suspeitos,sexo_suspeito,idade_suspeito,orgao_responsavel,ano,mes,dia,hora,minuto,segundo,dia_semana_num,dia_semana_nome,estacao
2023-02-08 19:48:16.958807,Graças,Homicídio,Invasão Residencial,Explosivos,4,2,Masculino,35,Delegacia Santo Amaro,2023,2,8,19,48,16,2,Wednesday,Verão
2024-01-17 19:48:16.958809,Santo Amaro,Estupro,Estelionato Bancário,Nenhum,3,4,Masculino,20,Delegacia Boa Viagem,2024,1,17,19,48,16,2,Wednesday,Verão
2023-09-13 19:48:16.958811,Graças,Roubo,Fraude Online,Objeto Contundente,3,3,Feminino,50,Delegacia Pina,2023,9,13,19,48,16,2,Wednesday,Primavera
2025-04-17 19:48:16.958812,Tamarineira,Sequestro,Assalto a Mão Armada,Arma de Fogo,0,3,Masculino,41,Delegacia Casa Forte,2025,4,17,19,48,16,3,Thursday,Outono
2024-01-03 19:48:16.958814,Casa Forte,Violência Doméstica,Invasão Residencial,Faca,3,1,Feminino,27,Delegacia Afogados,2024,1,3,19,48,16,2,Wednesday,Verão
2024-12-03 19:48:16.958816,Afogados,Homicídio,Crime Cibernético,Arma de Fogo,3,4,Feminino,40,Delegacia Torre,2024,12,3,19,48,16,1,Tuesday,Verão
2023-06-13 19:48:16.958817,Pina,Violência Doméstica,Assalto a Mão Armada,Objeto Contundente,4,0,Não Informado,33,Delegacia Pina,2023,6,13,19,48,16,1,Tuesday,Inverno
2025-06-02 19:48:16.958819,Casa Forte,Homicídio,Fraude Online,Objeto Contundente,3,2,Não Informado,39,Delegacia Boa Viagem,2025,6,2,19,48,16,0,Monday,Inverno
2024-05-11 19:48:16.958821,Boa Viagem,Homicídio,Crime Cibernético,Objeto Contundente,3,2,Não Informado,33,Delegacia Afogados,2024,5,11,19,48,16,5,Saturday,Outono
2024-07-19 19:48:16.958823,Santo Amaro,Roubo,Invasão Residencial,Faca,2,2,Masculino,44,Delegacia Torre,2024,7,19,19,48,16,4,Friday,Inverno
2023-02-26 19:48:16.958825,Pina,Furto,Uso de Arma de Fogo,Arma de Fogo,0,3,Não Informado,22,Delegacia Santo Amaro,2023,2,26,19,48,16,6,Sunday,Verão
2025-08-09 19:48:16.958827,Tamarineira,Sequestro,Golpe Telefônico,Explosivos,0,4,Feminino,34,Delegacia Torre,2025,8,9,19,48,16,5,Saturday,Inverno
2025-08-25 19:48:16.958829,Tamarineira,Ameaça,Assalto a Mão Armada,Nenhum,3,3,Não Informado,45,Delegacia Pina,2025,8,25,19,48,16,0,Monday,Inverno
2024-03-28 19:48:16.958830,Casa Forte,Estupro,Emboscada,Explosivos,2,0,Masculino,41,Delegacia Casa Forte,2024,3,28,19,48,16,3,Thursday,Outono
2023-05-19 19:48:16.958833,Pina,Estupro,Emboscada,Arma de Fogo,3,0,Masculino,52,Delegacia Afogados,2023,5,19,19,48,16,4,Friday,Outono
2024-08-30 19:48:16.958834,Graças,Estupro,Fraude Online,Arma de Fogo,1,4,Feminino,37,Delegacia Torre,2024,8,30,19,48,16,4,Friday,Inverno
2023-01-12 19:48:16.958836,Santo Amaro,Ameaça,Assalto a Mão Armada,Arma de Fogo,2,0,Não Informado,28,Delegacia Casa Forte,2023,1,12,19,48,16,3,Thursday,Verão
2024-09-22 19:48:16.958838,Pina,Roubo,Assalto a Mão Armada,Faca,4,0,Masculino,41,Delegacia Santo Amaro,2024,9,22,19,48,16,6,Sunday,Primavera
2022-09-14 19:48:16.958840,Afogados,Estelionato,Arrombamento,Faca,0,1,Masculino,55,Delegacia Torre,2022,9,14,19,48,16,2,Wednesday,Primavera
2023-11-21 19:48:16.958841,Tamarineira,Homicídio,Golpe Telefônico,Explosivos,2,0,Masculino,49,Delegacia Casa Forte,2023,11,21,19,48,16,1,Tuesday,Primavera
2024-11-29 19:48:16.958847,Boa Viagem,Estupro,Arrombamento,Arma de Fogo,0,1,Feminino,60,Delegacia Boa Viagem,2024,11,29,19,48,16,4,Friday,Primavera
2024-05-25 19:48:16.958848,Casa Forte,Violência Doméstica,Assalto a Mão Armada,Nenhum,4,3,Feminino,26,Delegacia Pina,2024,5,25,19,48,16,5,Saturday,Outono
2022-11-24 19:48:16.958850,Casa Forte,Violência Doméstica,Crime Cibernético,Nenhum,2,0,Masculino,66,Delegacia Torre,2022,11,24,19,48,16,3,Thursday,Primavera
2023-03-28 19:48:16.958852,Afogados,Latrocínio,Estelionato Bancário,Nenhum,1,2,Não Informado,38,Delegacia Boa Viagem,2023,3,28,19,48,16,1,Tuesday,Outono
2022-10-26 19:48:16.958854,Tamarineira,Homicídio,Fraude Online,Explosivos,4,3,Masculino,60,Delegacia Boa Viagem,2022,10,26,19,48,16,2,Wednesday,Primavera
2025-04-12 19:48:16.958856,Torre,Roubo,Golpe Telefônico,Arma de Fogo,4,2,Feminino,38,Delegacia Boa Viagem,2025,4,12,19,48,16,5,Saturday,Outono
2025-08-11 19:48:16.958858,Graças,Tráfico de Drogas,Fraude Online,Explosivos,0,3,Feminino,29,Delegacia Afogados,2025,8,11,19,48,16,0,Monday,Inverno
2025-08-16 19:48:16.958859,Santo Amaro,Estelionato,Uso de Arma de Fogo,Objeto Contundente,0,2,Masculino,27,Delegacia Santo Amaro,2025,8,16,19,48,16,5,Saturday,Inverno
2025-06-12 19:48:16.958861,Tamarineira,Furto,Estelionato Bancário,Nenhum,3,0,Feminino,39,Delegacia Casa Forte,2025,6,12,19,48,16,3,Thursday,Inverno
2025-08-06 19:48:16.958863,Tamarineira,Estupro,Estupro Coletivo,Objeto Contundente,0,3,Feminino,66,Delegacia Torre,2025,8,6,19,48,16,2,Wednesday,Inverno
2024-08-27 19:48:16.958864,Santo Amaro,Estupro,Arrombamento,Nenhum,3,2,Masculino,19,Delegacia Torre,2024,8,27,19,48,16,1,Tuesday,Inverno
2023-06-17 19:48:16.958866,Tamarineira,Estupro,Fraude Online,Nenhum,0,3,Masculino,56,Delegacia Santo Amaro,2023,6,17,19,48,16,5,Saturday,Inverno
2024-04-28 19:48:16.958868,Boa Viagem,Sequestro,Uso de Arma de Fogo,Explosivos,0,4,Masculino,38,Delegacia Afogados,2024,4,28,19,48,16,6,Sunday,Outono
2024-06-03 19:48:16.958870,Afogados,Violência Doméstica,Crime Cibernético,Nenhum,3,1,Feminino,32,Delegacia Boa Viagem,2024,6,3,19,48,16,0,Monday,Inverno
2023-08-04 19:48:16.958872,Graças,Furto,Estupro Coletivo,Objeto Contundente,0,0,Masculino,38,Delegacia Afogados,2023,8,4,19,48,16,4,Friday,Inverno
2024-06-20 19:48:16.958874,Torre,Latrocínio,Emboscada,Nenhum,2,2,Feminino,46,Delegacia Afogados,2024,6,20,19,48,16,3,Thursday,Inverno
2024-05-06 19:48:16.958875,Imbiribeira,Violência Doméstica,Fraude Online,Objeto Contundente,1,4,Masculino,66,Delegacia Santo Amaro,2024,5,6,19,48,16,0,Monday,Outono
2025-08-08 19:48:16.958877,Torre,Roubo,Fraude Online,Explosivos,3,4,Não Informado,56,Delegacia Torre,2025,8,8,19,48,16,4,Friday,Inverno
2025-02-16 19:48:16.958879,Tamarineira,Roubo,Invasão Residencial,Objeto Contundente,2,0,Masculino,28,Delegacia Santo Amaro,2025,2,16,19,48,16,6,Sunday,Verão
2025-06-10 19:48:16.958881,Pina,Violência Doméstica,Assalto a Mão Armada,Faca,1,3,Feminino,42,Delegacia Boa Viagem,2025,6,10,19,48,16,1,Tuesday,Inverno
2024-03-26 19:48:16.958882,Casa Forte,Roubo,Estupro Coletivo,Faca,3,2,Masculino,48,Delegacia Torre,2024,3,26,19,48,16,1,Tuesday,Outono
2023-08-17 19:48:16.958884,Pina,Ameaça,Emboscada,Nenhum,4,1,Masculino,41,Delegacia Afogados,2023,8,17,19,48,16,3,Thursday,Inverno
2024-04-04 19:48:16.958886,Pina,Estelionato,Emboscada,Explosivos,0,2,Masculino,18,Delegacia Santo Amaro,2024,4,4,19,48,16,3,Thursday,Outono
2022-12-02 19:48:16.958888,Torre,Tráfico de Drogas,Crime Cibernético,Faca,0,4,Não Informado,67,Delegacia Pina,2022,12,2,19,48,16,4,Friday,Verão
2023-01-06 19:48:16.958889,Tamarineira,Homicídio,Golpe Telefônico,Faca,1,3,Feminino,47,Delegacia Afogados,2023,1,6,19,48,16,4,Friday,Verão
2023-01-03 19:48:16.958891,Tamarineira,Estelionato,Crime Cibernético,Faca,4,1,Feminino,20,Delegacia Santo Amaro,2023,1,3,19,48,16,1,Tuesday,Verão
2024-01-16 19:48:16.958893,Graças,Ameaça,Arrombamento,Faca,0,2,Masculino,62,Delegacia Boa Viagem,2024,1,16,19,48,16,1,Tuesday,Verão
2025-07-10 19:48:16.958895,Santo Amaro,Roubo,Assalto a Mão Armada,Nenhum,2,4,Não Informado,21,Delegacia Torre,2025,7,10,19,48,16,3,Thursday,Inverno
2025-08-20 19:48:16.958897,Casa Forte,Homicídio,Invasão Residencial,Nenhum,2,0,Não Informado,34,Delegacia Santo Amaro,2025,8,20,19,48,16,2,Wednesday,Inverno
2023-01-12 19:48:16.958898,Graças,Ameaça,Assalto a Mão Armada,Arma de Fogo,2,0,Não Informado,31,Delegacia Afogados,2023,1,12,19,48,16,3,Thursday,Verão
2023-02-19 19:48:16.958900,Tamarineira,Tráfico de Drogas,Emboscada,Explosivos,4,0,Masculino,44,Delegacia Torre,2023,2,19,19,48,16,6,Sunday,Verão
2024-03-12 19:48:16.958903,Santo Amaro,Homicídio,Fraude Online,Objeto Contundente,0,4,Não Informado,26,Delegacia Pina,2024,3,12,19,48,16,1,Tuesday,Outono
2025-08-09 19:48:16.958906,Afogados,Estelionato,Assalto a Mão Armada,Explosivos,1,3,Masculino,22,Delegacia Pina,2025,8,9,19,48,16,5,Saturday,Inverno
2025-07-09 19:48:16.958910,Torre,Tráfico de Drogas,Golpe Telefônico,Faca,2,2,Não Informado,20,Delegacia Torre,2025,7,9,19,48,16,2,Wednesday,Inverno
2022-10-26 19:48:16.958913,Boa Viagem,Violência Doméstica,Assalto a Mão Armada,Nenhum,3,3,Masculino,17,Delegacia Afogados,2022,10,26,19,48,16,2,Wednesday,Primavera
2025-07-01 19:48:16.958916,Graças,Estelionato,Uso de Arma de Fogo,Objeto Contundente,1,0,Não Informado,54,Delegacia Casa Forte,2025,7,1,19,48,16,1,Tuesday,Inverno
2024-01-01 19:48:16.958919,Graças,Sequestro,Crime Cibernético,Arma de Fogo,2,4,Feminino,45,Delegacia Boa Viagem,2024,1,1,19,48,16,0,Monday,Verão
2023-05-08 19:48:16.958922,Tamarineira,Furto,Invasão Residencial,Arma de Fogo,3,2,Feminino,31,Delegacia Torre,2023,5,8,19,48,16,0,Monday,Outono
2024-01-20 19:48:16.958925,Torre,Sequestro,Fraude Online,Nenhum,4,4,Não Informado,45,Delegacia Casa Forte,2024,1,20,19,48,16,5,Saturday,Verão
2025-05-30 19:48:16.958928,Santo Amaro,Sequestro,Estupro Coletivo,Faca,4,0,Feminino,62,Delegacia Casa Forte,2025,5,30,19,48,16,4,Friday,Outono
2022-11-09 19:48:16.958931,Torre,Estupro,Emboscada,Objeto Contundente,0,0,Feminino,63,Delegacia Afogados,2022,11,9,19,48,16,2,Wednesday,Primavera
2025-05-11 19:48:16.958935,Santo Amaro,Furto,Invasão Residencial,Explosivos,4,1,Masculino,19,Delegacia Casa Forte,2025,5,11,19,48,16,6,Sunday,Outono
2023-02-17 19:48:16.958938,Espinheiro,Estelionato,Golpe Telefônico,Objeto Contundente,4,3,Feminino,60,Delegacia Afogados,2023,2,17,19,48,16,4,Friday,Verão
2023-09-28 19:48:16.958943,Boa Viagem,Violência Doméstica,Estupro Coletivo,Faca,3,1,Feminino,28,Delegacia Boa Viagem,2023,9,28,19,48,16,3,Thursday,Primavera
2025-03-31 19:48:16.958945,Boa Viagem,Ameaça,Estupro Coletivo,Arma de Fogo,4,0,Masculino,66,Delegacia Pina,2025,3,31,19,48,16,0,Monday,Outono
2023-11-08 19:48:16.958947,Santo Amaro,Tráfico de Drogas,Estelionato Bancário,Faca,2,2,Não Informado,66,Delegacia Boa Viagem,2023,11,8,19,48,16,2,Wednesday,Primavera
2022-12-09 19:48:16.958949,Tamarineira,Tráfico de Drogas,Invasão Residencial,Explosivos,1,1,Masculino,60,Delegacia Casa Forte,2022,12,9,19,48,16,4,Friday,Verão
2024-01-12 19:48:16.958950,Espinheiro,Violência Doméstica,Crime Cibernético,Arma de Fogo,3,2,Não Informado,31,Delegacia Santo Amaro,2024,1,12,19,48,16,4,Friday,Verão
2025-03-21 19:48:16.958952,Casa Forte,Violência Doméstica,Fraude Online,Arma de Fogo,0,4,Masculino,15,Delegacia Torre,2025,3,21,19,48,16,4,Friday,Outono
2025-03-19 19:48:16.958954,Tamarineira,Estupro,Assalto a Mão Armada,Arma de Fogo,4,3,Não Informado,38,Delegacia Pina,2025,3,19,19,48,16,2,Wednesday,Outono
2025-03-18 19:48:16.958956,Boa Viagem,Roubo,Crime Cibernético,Explosivos,0,3,Não Informado,38,Delegacia Santo Amaro,2025,3,18,19,48,16,1,Tuesday,Outono
2022-10-06 19:48:16.958957,Boa Viagem,Roubo,Estupro Coletivo,Explosivos,0,2,Masculino,52,Delegacia Torre,2022,10,6,19,48,16,3,Thursday,Primavera
2023-01-25 19:48:16.958959,Graças,Tráfico de Drogas,Uso de Arma de Fogo,Nenhum,2,4,Feminino,26,Delegacia Afogados,2023,1,25,19,48,16,2,Wednesday,Verão
2024-07-15 19:48:16.958962,Pina,Roubo,Arrombamento,Objeto Contundente,4,0,Feminino,31,Delegacia Torre,2024,7,15,19,48,16,0,Monday,Inverno
2024-11-10 19:48:16.958963,Imbiribeira,Violência Doméstica,Arrombamento,Faca,1,1,Masculino,34,Delegacia Boa Viagem,2024,11,10,19,48,16,6,Sunday,Primavera
2025-04-09 19:48:16.958965,Tamarineira,Estupro,Invasão Residencial,Arma de Fogo,3,1,Não Informado,67,Delegacia Afogados,2025,4,9,19,48,16,2,Wednesday,Outono
2022-09-09 19:48:16.958967,Casa Forte,Ameaça,Arrombamento,Objeto Contundente,0,0,Masculino,20,Delegacia Santo Amaro,2022,9,9,19,48,16,4,Friday,Primavera
2023-04-09 19:48:16.958969,Boa Viagem,Violência Doméstica,Arrombamento,Explosivos,0,4,Masculino,22,Delegacia Afogados,2023,4,9,19,48,16,6,Sunday,Outono
2024-10-25 19:48:16.958971,Santo Amaro,Roubo,Crime Cibernético,Faca,4,1,Não Informado,38,Delegacia Pina,2024,10,25,19,48,16,4,Friday,Primavera
2023-10-04 19:48:16.958973,Espinheiro,Homicídio,Assalto a Mão Armada,Objeto Contundente,1,1,Masculino,45,Delegacia Torre,2023,10,4,19,48,16,2,Wednesday,Primavera
2024-06-10 19:48:16.958975,Torre,Furto,Assalto a Mão Armada,Faca,3,4,Masculino,16,Delegacia Afogados,2024,6,10,19,48,16,0,Monday,Inverno
2023-07-24 19:48:16.958977,Pina,Latrocínio,Crime Cibernético,Arma de Fogo,4,3,Não Informado,43,Delegacia Santo Amaro,2023,7,24,19,48,16,0,Monday,Inverno
2023-12-31 19:48:16.958978,Pina,Ameaça,Fraude Online,Objeto Contundente,2,4,Masculino,59,Delegacia Boa Viagem,2023,12,31,19,48,16,6,Sunday,Verão
2024-01-21 19:48:16.958980,Boa Viagem,Sequestro,Crime Cibernético,Nenhum,2,0,Feminino,52,Delegacia Casa Forte,2024,1,21,19,48,16,6,Sunday,Verão
2023-11-09 19:48:16.958982,Afogados,Ameaça,Assalto a Mão Armada,Faca,2,4,Masculino,25,Delegacia Afogados,2023,11,9,19,48,16,3,Thursday,Primavera
2024-08-15 19:48:16.958985,Tamarineira,Estelionato,Arrombamento,Arma de Fogo,4,4,Não Informado,55,Delegacia Casa Forte,2024,8,15,19,48,16,3,Thursday,Inverno
2023-04-11 19:48:16.958988,Torre,Ameaça,Estupro Coletivo,Arma de Fogo,2,4,Feminino,25,Delegacia Boa Viagem,2023,4,11,19,48,16,1,Tuesday,Outono
2023-03-18 19:48:16.958991,Imbiribeira,Latrocínio,Golpe Telefônico,Explosivos,1,4,Não Informado,16,Delegacia Casa Forte,2023,3,18,19,48,16,5,Saturday,Outono
2024-12-14 19:48:16.958994,Espinheiro,Sequestro,Arrombamento,Faca,1,3,Masculino,42,Delegacia Boa Viagem,2024,12,14,19,48,16,5,Saturday,Verão
2024-02-19 19:48:16.958997,Boa Viagem,Estupro,Crime Cibernético,Explosivos,1,4,Feminino,65,Delegacia Torre,2024,2,19,19,48,16,0,Monday,Verão
2025-04-22 19:48:16.959007,Casa Forte,Tráfico de Drogas,Fraude Online,Faca,4,3,Não Informado,53,Delegacia Torre,2025,4,22,19,48,16,1,Tuesday,Outono
2022-11-12 19:48:16.959009,Graças,Estupro,Golpe Telefônico,Objeto Contundente,0,0,Não Informado,40,Delegacia Casa Forte,2022,11,12,19,48,16,5,Saturday,Primavera
2025-08-01 19:48:16.959010,Afogados,Sequestro,Crime Cibernético,Arma de Fogo,1,4,Masculino,34,Delegacia Boa Viagem,2025,8,1,19,48,16,4,Friday,Inverno
2023-12-13 19:48:16.959012,Torre,Estelionato,Arrombamento,Faca,3,1,Feminino,53,Delegacia Boa Viagem,2023,12,13,19,48,16,2,Wednesday,Verão
